sample,Shannon,Simpson,Richness,Chao1,Ace,Sobs,Pielou,Goods_coverage
FF33,6.379160249,0.997553051,1475,1795.757576,1653.733743,1475,0.606009662,0.999983314
FF34,6.378051346,0.997530447,1315,1348.387097,1350.677831,1315,0.615591688,0.99999594
FF35,6.348802584,0.997526867,1386,1472.125,1417.200877,1386,0.608314464,0.999992654
FF36,6.404301048,0.99755546,1461,1652.052632,1599.409749,1461,0.609194251,0.999991449
FF37,6.371680944,0.997518697,1371,1466.055556,1402.805682,1371,0.611426263,0.999985563
FF38,6.377531648,0.997585,1405,1502.5,1460.206815,1405,0.609919231,0.999987205
FF39,6.409773975,0.997608624,1384,1407,1396.164238,1384,0.614279094,0.999996879
FF4,6.405690609,0.997616294,1508,1838.724138,1677.85156,1508,0.606690222,0.99998517
FF40,6.399133773,0.99761475,1374,1381.666667,1382.983873,1374,0.613874875,0.99999392
FF42,6.380216259,0.99749326,1402,1412.609756,1415.535644,1402,0.610355982,0.999993148
FF43,6.397613464,0.997596781,1503,1691.886792,1716.66202,1503,0.606200321,0.999987762
FF44,6.387198906,0.997570437,1400,1435.652174,1421.935199,1400,0.611144377,0.999993869
FF45,6.379708002,0.997565343,1405,1415.5,1418.552304,1405,0.610127368,0.999995825
FF46,6.407891719,0.997617454,1404,1406.942308,1411.533547,1404,0.612882943,0.999996907
FF47,6.393125301,0.997623738,1359,1417.184211,1416.316271,1359,0.614231626,0.999986275
FF48,6.407161049,0.997619539,1394,1460.111111,1412.914121,1394,0.613418089,0.999994878
FF49,6.416931182,0.997626784,1399,1418.5,1421.434555,1399,0.614049809,0.999990152
FF5,6.473251629,0.997722027,1573,1642.09375,1605.102437,1573,0.609574061,0.999994093
FF50,6.377237051,0.997575694,1374,1451.772727,1411.460791,1374,0.611774302,0.999988586
FF51,6.390884835,0.997565624,1489,1768.133333,1735.537614,1489,0.606338444,0.999984233
FF52,6.395065441,0.997601114,1360,1462.789474,1408.408503,1360,0.614355391,0.999981986
FF53,6.394667433,0.997595492,1446,1788.730769,1685.530173,1446,0.609140568,0.999992071
FF54,6.388440411,0.997580456,1395,1438.384615,1429.151351,1395,0.611565211,0.99999118
FF55,6.392426966,0.997606708,1370,1388.59375,1386.570202,1370,0.613479021,0.999994302
FF56,6.34855449,0.997519168,1389,1427.333333,1458.510261,1389,0.60810894,0.999984511
FF57,6.380784965,0.997596191,1378,1394.630769,1407.163349,1378,0.611868487,0.999993617
FF59,6.354796232,0.99746397,1483,1680.447368,1601.763567,1483,0.603247913,0.99999577
FF6,6.426257613,0.997662595,1354,1378.8,1368.704037,1354,0.61773048,0.999994867
FF60,6.373573797,0.997534078,1420,1467.526316,1445.034747,1420,0.608648919,0.999993816
FF61,6.393633915,0.997580303,1445,1483.886364,1482.693907,1445,0.609100027,0.999992262
FF62,6.398055273,0.997539743,1467,1655.5,1594.875995,1467,0.608258032,0.9999956
FF63,6.402212329,0.997587681,1378,1399.25,1395.937546,1378,0.613923208,0.999993068
FF64,6.402501504,0.997592036,1414,1458,1427.514523,1414,0.611768275,0.999994831
FF67,6.413249204,0.997631018,1404,1441.935484,1437.896409,1404,0.61339536,0.999991725
FF68,6.402120002,0.997574526,1392,1492.647059,1430.093666,1392,0.613057038,0.999992785
FF69,6.382303439,0.997572962,1391,1426.875,1413.141593,1391,0.611220117,0.999993903
FF7,6.430021643,0.997658072,1414,1425.447368,1433.831741,1414,0.614397864,0.999992812
FF70,6.423463977,0.997659017,1510,1819.387097,1718.581605,1510,0.608263402,0.999993769
FF71,6.427621825,0.997621787,1485,1588.459459,1579.165811,1485,0.610048501,0.999981629
FF72,6.374574308,0.997502972,1407,1486.139535,1507.16139,1407,0.609516779,0.999984951
FF73,6.406580595,0.997613417,1409,1446.657895,1451.516506,1409,0.612457111,0.999991878
FF74,6.420008359,0.997649917,1410,1465.5,1431.391181,1410,0.613680731,0.999995256
FF75,6.426840302,0.997619651,1406,1428.235294,1416.33011,1406,0.614574565,0.999996933
FF76,6.407184378,0.997530679,1364,1373.255319,1379.661501,1364,0.615269186,0.999994935
FF77,6.414626143,0.997591742,1413,1501.44,1456.207342,1413,0.612986583,0.999983026
FF78,6.413272442,0.997590875,1381,1387.170732,1392.693628,1381,0.614798822,0.999996068
FF79,6.421861218,0.997597074,1447,1552,1510.313028,1447,0.611672869,0.999985309
FF8,6.420685338,0.99764179,1414,1428.347826,1445.607804,1414,0.613505766,0.999988742
FF80,6.412839004,0.99760057,1425,1500.64,1474.117322,1425,0.612102162,0.999990141
FF81,6.410950411,0.997530373,1405,1437.666667,1442.274507,1405,0.613115256,0.99998893
FF82,6.407458156,0.997576456,1370,1383.588235,1378.049678,1370,0.614921559,0.999995591
FF83,6.40339942,0.997593032,1434,1611.545455,1474.778029,1434,0.61067172,0.999990914
FF84,6.434158583,0.997630021,1423,1426.584906,1432.775762,1423,0.614255905,0.999996747
FF85,6.435098629,0.997637809,1383,1479,1434.473984,1383,0.616767713,0.999981348
FF86,6.411917819,0.997583066,1387,1429.241379,1409.653453,1387,0.614300644,0.999989434
FF87,6.433824538,0.997600819,1434,1474.529412,1473.709983,1434,0.613573266,0.999987511
FF88,6.361764998,0.997528041,1388,1435.045455,1414.234497,1388,0.609434989,0.999986218
FF9,6.396423296,0.99759958,1416,1542.176471,1476.527775,1416,0.611068431,0.999985868
FF90,6.454002729,0.997686681,1404,1461.652174,1431.547309,1404,0.617293232,0.999982406
FF91,6.410475774,0.997575689,1395,1417.677419,1413.35558,1395,0.613674656,0.999992033
FF92,6.404286497,0.99758344,1417,1560,1473.357203,1417,0.611760101,0.999983629
FF93,6.436328393,0.997638851,1397,1409.934783,1414.186251,1397,0.616027636,0.99999136
FF94,6.411341075,0.997606207,1407,1448.4,1437.919566,1407,0.613032301,0.999989205
FF95,6.41947258,0.997633672,1376,1410.166667,1404.238828,1376,0.61570205,0.999990053
FF96,6.371576744,0.997497985,1374,1524.272727,1439.90251,1374,0.611231303,0.99999281
FF97,6.390054672,0.997571052,1420,1447.333333,1441.376687,1420,0.610222772,0.999993477
FF98,6.405280623,0.99761005,1373,1390.5,1387.812593,1373,0.61452647,0.999995175
FF99,6.42110502,0.997613669,1403,1466.588235,1438.160675,1403,0.614207116,0.999991417
FFA100,6.403509269,0.99756977,1375,1421.630435,1425.703646,1375,0.614232773,0.999976564
FFA105,6.457591228,0.997687834,1347,1406.181818,1407.447724,1347,0.621188978,0.999982291
FFA106,6.436527877,0.997611566,1503,1857.791667,1699.903714,1503,0.609887622,0.999986873
FFA108,6.408054059,0.997591176,1392,1410.125,1408.247043,1392,0.613625274,0.999984206
FFA109,6.433985814,0.997663579,1471,1827.837838,1750.182622,1471,0.611445565,0.999992452
FFA110,6.415178019,0.997618959,1477,1917.27027,1727.509773,1477,0.609318135,0.999984735
FFA58,6.389882375,0.997572806,1349,1359.043478,1357.05044,1349,0.614549176,0.999993683
FFA65,6.420496275,0.997620281,1456,1675.333333,1602.547177,1456,0.611022245,0.999968614
FFA66,6.416523253,0.99762363,1337,1347.333333,1353.24909,1337,0.617877407,0.99998772
FFA89,6.456150106,0.997721761,1343,1368.375,1354.927622,1343,0.621306781,0.999996347
Li_msystem_SRR14263242,6.392093378,0.997601491,1505,1568.588235,1521.690863,1505,0.605567188,0.999993606
Li_msystem_SRR14263243,6.41786264,0.997626185,1538,1565.272727,1545.565049,1538,0.606211369,0.999999889
Li_msystem_SRR14263244,6.380869608,0.997542027,1507,1507.482759,1509.321689,1507,0.604394179,0.999999353
Li_msystem_SRR14263245,6.40990394,0.997607908,1517,1607.052632,1555.207358,1517,0.606596071,0.999994667
Li_msystem_SRR14263246,6.406213131,0.99763492,1500,1527.6,1510.249101,1500,0.607181014,0.999999011
Li_msystem_SRR14263247,6.338726168,0.997450183,1509,1521.352941,1514.591185,1509,0.60029357,0.999998436
Li_msystem_SRR14263248,6.426436237,0.99764964,1528,1529.647059,1531.291239,1528,0.607561284,0.999999228
Li_msystem_SRR14263249,6.408547751,0.997579952,1504,1531.5,1506.922182,1504,0.607181184,0.999999248
Li_msystem_SRR14263250,6.4124085,0.997642328,1491,1508.4,1522.869502,1491,0.608268757,0.99998197
Li_msystem_SRR14263251,6.43986758,0.997656049,1614,1803.2,1633.875595,1614,0.604317833,0.999996727
Li_msystem_SRR14263252,6.391363294,0.997580313,1477,1510.3,1488.271919,1477,0.607056195,0.999988305
Li_msystem_SRR14263253,6.401730206,0.997618843,1476,1633.042553,1598.72199,1476,0.608097287,0.999964055
Li_msystem_SRR14263254,6.397408534,0.997593617,1490,1500.909091,1498.253784,1490,0.606901613,0.999998789
Li_msystem_SRR14263255,6.429842726,0.997682256,1531,1538.037037,1536.356734,1531,0.607720755,0.999998467
Li_msystem_SRR14263256,6.418685834,0.997645481,1525,1548.817073,1572.867431,1525,0.606991259,0.999993085
Li_msystem_SRR14263257,6.408267299,0.997590892,1531,1549.9,1549.804362,1531,0.60568154,0.999998032
Li_msystem_SRR14263258,6.3983406,0.997577503,1503,1735.869565,1659.916849,1503,0.60626922,0.999988737
Li_msystem_SRR14263259,6.3911138,0.997569766,1410,1579.941176,1495.595589,1410,0.610918736,0.999968728
Li_msystem_SRR14263260,6.419805423,0.997671424,1517,1537.3,1524.761722,1517,0.60753309,0.999998618
Li_msystem_SRR14263261,6.385167729,0.9975763,1561,1741,1625.74282,1561,0.601905576,0.999996732
Li_msystem_SRR14263262,6.39830168,0.997613948,1536,1573.885714,1553.637215,1536,0.604470888,0.999985724
Li_msystem_SRR14263263,6.387159592,0.997552594,1536,1552.25,1544.675219,1536,0.603418254,0.999999496
Li_msystem_SRR14263264,6.370484374,0.997581315,1376,1407.909091,1389.49381,1376,0.611003511,0.999997505
Li_msystem_SRR14263265,6.458733694,0.997711031,1549,1595.3125,1581.297431,1549,0.609480012,0.99999659
Li_msystem_SRR14263266,6.444077014,0.997710655,1448,1453.727273,1467.29463,1448,0.613730628,0.999989034
Li_msystem_SRR14263267,6.454556777,0.997777802,1522,1541.894737,1539.43516,1522,0.610547465,0.999998259
Li_msystem_SRR14263268,6.476492088,0.997720304,1614,1714.333333,1653.800355,1614,0.60775468,0.999998901
Li_msystem_SRR14263269,6.429752529,0.99763047,1560,1560.9375,1563.067187,1560,0.606161243,0.999999194
Li_msystem_SRR14263270,6.400475896,0.997574342,1599,1737.1875,1647.122019,1599,0.601381511,0.999998258
Li_msystem_SRR14263271,6.433225018,0.997704311,1504,1534.666667,1510.146255,1504,0.609519244,0.999994914
Li_msystem_SRR14263272,6.415485312,0.997610911,1546,1562.25,1563.018597,1546,0.605558688,0.999996394
Li_msystem_SRR14263273,6.360829127,0.997503095,1533,1548.282609,1549.319389,1533,0.601090889,0.999999608
Li_msystem_SRR14263274,6.392086844,0.997550836,1354,1355,1355.379133,1354,0.614445781,0.999999098
Li_msystem_SRR14263275,6.401063441,0.997584882,1501,1502.666667,1501.679876,1501,0.606637644,0.999999594
Li_msystem_SRR14263276,6.419157798,0.997643447,1544,1564.027027,1559.487536,1544,0.606012163,0.999998395
Li_msystem_SRR14263277,6.440348162,0.997693148,1542,1563.488636,1592.701243,1542,0.608120035,0.999993726
Li_msystem_SRR14263278,6.39940063,0.997631973,1346,1352.774194,1353.027852,1346,0.615654779,0.99999645
Li_msystem_SRR14263279,6.396996383,0.997570905,1554,1556.029412,1562.772423,1554,0.603389425,0.999994179
Li_msystem_SRR14263280,6.405355873,0.99761265,1583,1640.24,1628.637163,1583,0.602661589,0.999998374
Li_msystem_SRR14263281,6.406536961,0.997604047,1558,1572.53125,1574.052007,1558,0.60407801,0.999999145
Li_msystem_SRR14263282,6.418888565,0.997625387,1523,1543.647059,1543.145307,1523,0.60711913,0.999997605
Li_msystem_SRR14263283,6.414492675,0.997618029,1564,1637.75,1609.208973,1564,0.60451208,0.999991185
Li_msystem_SRR14263284,6.436704724,0.997686099,1566,3646,1645.909285,1566,0.606499998,0.99999926
Li_msystem_SRR14263285,6.406240357,0.997591651,1484,1750.883721,1732.598829,1484,0.608075264,0.999949614
Li_msystem_SRR14263286,6.395963914,0.99753784,1510,1525.333333,1515.718431,1510,0.605659312,0.999996552
M_A1_H1,6.429434173,0.997613027,1397,1474,1438.365405,1397,0.615367784,0.999984328
M_A1_H10,6.376141839,0.997497421,1374,1395.025641,1395.358909,1374,0.611669237,0.999987589
M_A1_H11,6.310247276,0.997304865,1361,1612.217391,1477.221904,1361,0.606145407,0.999975919
M_A1_H12,6.445224687,0.997663733,1295,1318.785714,1313.60403,1295,0.623405458,0.999976719
M_A1_H2,6.463989937,0.99771092,1484,1487.061224,1496.618665,1484,0.613556808,0.999994341
M_A1_H3,6.386217065,0.997587654,1493,1679.333333,1647.258865,1493,0.605673179,0.999989835
M_A1_H4,6.396949379,0.997523604,1357,1387.486486,1385.086084,1357,0.61472452,0.999982853
M_A1_H5,6.406067169,0.997632476,1341,1375.181818,1363.25032,1341,0.616614641,0.999976403
M_A1_H6,6.407419163,0.99762476,1351,1426.933333,1399.713506,1351,0.616109136,0.999962572
M_A1_H7,6.423004642,0.997620719,1339,1382.564516,1384.283438,1339,0.61837312,0.999958764
M_A1_H8,6.374802078,0.997543576,1387,1444.130435,1433.756532,1387,0.610744731,0.999982914
M_A1_H9,6.4206573,0.997610298,1342,1364,1364.670797,1342,0.617955043,0.999983283
M_A4_M1,6.39424701,0.997588076,1378,1414.092308,1447.727057,1378,0.613159395,0.999982025
M_A4_M10,6.439453516,0.997640975,1460,1475.247525,1499.499584,1460,0.612595609,0.99998758
M_A4_M11,6.368862918,0.997550116,1428,1664.325,1550.930406,1428,0.60772867,0.999972415
M_A4_M2,6.480246917,0.997754924,1353,1426.666667,1399.749738,1353,0.622984088,0.999988357
M_A4_M3,6.401377651,0.997611479,1362,1432.714286,1386.113306,1362,0.614836565,0.999990692
M_A4_M4,6.409830105,0.997639921,1416,1453.818182,1463.131314,1416,0.612349221,0.999980509
M_A4_M5,6.420861093,0.997662681,1431,1491.06,1493.4245,1431,0.612513472,0.999984097
M_A4_M6,6.428430558,0.997644429,1392,1473.617647,1466.02527,1392,0.615576495,0.999982881
M_A4_M7,6.419522392,0.99762522,1402,1409.8,1416.451045,1402,0.614116157,0.99999506
M_A4_M8,6.399421625,0.997598615,1422,1450.75,1451.558046,1422,0.610998798,0.999989358
M_A4_M9,6.397047089,0.99760993,1394,1423.526316,1407.08935,1394,0.612449784,0.999992775
M_A6_L1,6.364581033,0.997526392,1375,1442.105263,1399.7946,1375,0.610498727,0.999986408
M_A6_L10,6.389161246,0.997564555,1359,1384.243902,1382.365033,1359,0.613850772,0.999984182
M_A6_L11,6.444288619,0.997708191,1378,1427.170732,1426.746334,1378,0.617958002,0.999989744
M_A6_L2,6.419619302,0.997610025,1374,1529.217391,1450.592603,1374,0.615840071,0.999964842
M_A6_L3,6.462128434,0.997731179,1340,1406.956522,1387.59546,1340,0.622075248,0.999981255
M_A6_L4,6.382091097,0.997550473,1356,1444.137931,1420.851888,1356,0.613359378,0.999973056
M_A6_L5,6.429658409,0.997653622,1334,1381.045455,1365.471609,1334,0.61933553,0.999979156
M_A6_L6,6.465875765,0.99775785,1371,1517.176471,1427.736384,1371,0.620465194,0.999970178
M_A6_L7,6.431753372,0.99763391,1382,1443,1423.514256,1382,0.616508751,0.999967339
M_A6_L8,6.40477264,0.997584903,1395,1456.090909,1437.900921,1395,0.613128695,0.999976931
M_A6_L9,6.423848787,0.997580195,1506,1677.267857,1682.436189,1506,0.608520353,0.999985543
M_B1_H13,6.395188831,0.997566757,1299,1473.130435,1381.669145,1299,0.61829972,0.999934307
M_B1_H14,6.372602244,0.997530808,1350,1356.882353,1359.321176,1350,0.612824244,0.999993409
M_B1_H15,6.365619198,0.997523578,1287,1328.4375,1310.506743,1287,0.616238597,0.999963356
M_B1_H16,6.384787084,0.997596629,1375,1440.166667,1415.480069,1375,0.612436917,0.999978335
M_B1_H17,6.408275223,0.997600866,1315,1450.30303,1385.367346,1315,0.618508812,0.999909128
M_B1_H18,6.40271369,0.997595378,1331,1408,1385.906024,1331,0.616933107,0.999950752
M_B1_H19,6.36549564,0.997524363,1353,1373.294118,1378.114903,1353,0.611952375,0.999972447
M_B1_H20,6.405630775,0.997606601,1400,1425.8,1424.709441,1400,0.612907988,0.999988575
M_B1_H21,6.37457135,0.997568331,1369,1473.65,1445.557423,1369,0.611827279,0.999956089
M_B1_H22,6.39639212,0.997585277,1458,1773.978261,1700.093913,1458,0.608613611,0.999983339
M_B2_M12,6.396855081,0.997570678,1349,1379,1367.487796,1349,0.615219778,0.999973921
M_B2_M13,6.371527428,0.997524617,1340,1440.625,1388.782116,1340,0.613353564,0.999962671
M_B2_M14,6.386323572,0.997573035,1324,1423.6,1379.063813,1324,0.615805233,0.999934495
M_B2_M15,6.378318316,0.997586428,1324,1555.25,1380.995634,1324,0.615033321,0.999973956
M_B2_M16,6.429147424,0.997645855,1307,1356.52381,1367.720376,1307,0.621051049,0.999959112
M_B2_M17,6.39155845,0.997579188,1334,1403.081081,1388.018627,1334,0.61566556,0.999975033
M_B2_M18,6.368823493,0.997559519,1333,1337.761905,1344.675288,1333,0.613539558,0.999988211
M_B2_M19,6.399702784,0.997603736,1341,1354.052632,1358.544667,1341,0.616002038,0.999997098
M_B2_M20,6.449136277,0.997697681,1371,1457.888889,1429.997275,1371,0.618858874,0.999978952
M_B4_L12,6.46166274,0.997702922,1380,1485.636364,1476.780066,1380,0.619499749,0.999971728
M_B4_L13,6.447080625,0.997664261,1394,1403.236842,1405.930292,1394,0.617239968,0.999991441
M_B4_L14,6.444330637,0.997697708,1367,1430.84,1416.70249,1367,0.618647969,0.999987154
M_B4_L15,6.415353863,0.997600526,1370,1398.212766,1419.590919,1370,0.615679307,0.999984113
M_B4_L16,6.430826663,0.99762252,1377,1434.372549,1424.453712,1377,0.616729042,0.999930469
M_B4_L17,6.392266628,0.997584589,1357,1424.03125,1406.752559,1357,0.614274524,0.99996222
M_B4_L18,6.348622264,0.997448888,1370,1413.571429,1412.352511,1370,0.609275099,0.999979692
M_B4_L19,6.418308559,0.997499498,1413,1443.565217,1441.281843,1413,0.613338478,0.999984824
M_B4_L20,6.407952213,0.997596726,1431,1469.022222,1473.526821,1431,0.611282038,0.999980164
M_B4_L21,6.377326339,0.997567619,1333,1377.666667,1380.284211,1333,0.614358678,0.999955744
M_C2_L22,6.345995228,0.997473264,1301,1392.069767,1367.94694,1301,0.613411952,0.999950257
M_C2_L23,6.414747527,0.997592911,1399,1438.357143,1433.453358,1399,0.61384085,0.999981719
M_C2_L24,6.403071993,0.997586226,1372,1402.8,1408.619569,1372,0.614376531,0.999974775
M_C2_L25,6.406661256,0.997498893,1378,1419.4,1401.941598,1378,0.614349826,0.999985902
M_C2_L26,6.419479382,0.997602915,1385,1452.777778,1420.272148,1385,0.615147779,0.999979206
M_C2_L27,6.428181552,0.99765973,1365,1440.315789,1408.625909,1365,0.617222835,0.999982585
M_C2_L28,6.416107479,0.997606729,1402,1408.5,1413.967639,1402,0.613789474,0.999995193
M_C2_L29,6.438930589,0.997656452,1368,1378.40625,1398.716385,1368,0.618066975,0.999992506
M_C2_L30,6.469580733,0.99770019,1323,1366.676471,1374.881515,1323,0.623898934,0.999981462
M_C2_L31,6.422264097,0.997606838,1474,1786.84375,1695.578011,1474,0.61016117,0.999985665
M_C2_L32,6.417377758,0.997586126,1357,1371.564516,1384.40438,1357,0.616687616,0.999983113
M_C2_L33,6.42424704,0.99760738,1384,1600.2,1408.440528,1384,0.615666117,0.99998352
M_C4_M21,6.435455267,0.997565183,1376,1388.775862,1403.342215,1376,0.617234975,0.999989831
M_C4_M22,6.447121764,0.997599926,1345,1376.888889,1366.707483,1345,0.620309782,0.999982154
M_C4_M23,6.417241414,0.997579726,1487,1762.65,1674.871474,1487,0.608951069,0.999978942
M_C4_M24,6.443492439,0.997634911,1508,1809.5,1686.865351,1508,0.610270476,0.999987367
M_C4_M25,6.399348504,0.99758541,1410,1422.115385,1426.128186,1410,0.611705881,0.999993444
M_C4_M26,6.402395744,0.997544631,1343,1394.666667,1354.782151,1343,0.616133737,0.999993523
M_C4_M27,6.370463995,0.997480162,1432,1927.055556,1587.856814,1432,0.607647457,0.999993025
M_C4_M28,6.402063794,0.997509372,1363,1408.933333,1394.399047,1363,0.614839938,0.999981278
M_C4_M29,6.468856012,0.997670973,1479,1776.954545,1593.530352,1479,0.614302602,0.999992013
M_C4_M30,6.459551167,0.997675414,1503,1568.619048,1525.954697,1503,0.612069174,0.99998771
M_C4_M31,6.444492277,0.99765665,1470,1745.65,1647.940771,1470,0.612501141,0.999983182
M_C4_M32,6.422104926,0.997566658,1361,1404.0625,1394.884567,1361,0.616890153,0.999990302
M_C4_M33,6.437553922,0.997631694,1475,1757.027778,1672.241074,1475,0.611556965,0.999985471
M_C6_H23,6.441837294,0.997598777,1369,1432.75,1395.533675,1369,0.618283421,0.99998505
M_C6_H24,6.448224595,0.997603552,1486,1501.123967,1528.126745,1486,0.611947513,0.999984668
M_C6_H25,6.451290587,0.997632483,1432,1720.9,1542.190563,1432,0.615357111,0.999995514
M_C6_H26,6.490753206,0.997726064,1496,1843.869565,1724.977851,1496,0.615418428,0.999990015
M_C6_H27,6.399827665,0.997445193,1405,1445.317073,1437.752353,1405,0.612051525,0.999975513
M_C6_H28,6.386846847,0.997478808,1374,1421.272727,1431.165069,1374,0.612696178,0.999982755
M_C6_H29,6.408941894,0.997554999,1334,1337.714286,1337.575761,1334,0.617340016,0.999996158
M_C6_H30,6.440361652,0.997600997,1418,1738.757576,1594.853847,1418,0.615146322,0.999989066
M_C6_H31,6.406840977,0.997567727,1471,1746.65,1684.3369,1471,0.608865891,0.999980957
M_C6_H32,6.438662355,0.997562524,1409,1744,1540.8816,1409,0.615524067,0.999986112
M_C6_H33,6.404820213,0.997528907,1420,1561.014493,1581.484436,1420,0.611632817,0.999965624
M_C6_H34,6.40636257,0.997520027,1356,1412.660377,1417.484886,1356,0.61569202,0.999966347
M_D2_L34,6.404395713,0.997581304,1308,1367.913043,1336.902776,1308,0.618594116,0.999983606
M_D2_L35,6.455929102,0.997702193,1488,1747.736842,1672.989071,1488,0.612565881,0.999991059
M_D2_L36,6.396968282,0.997572709,1376,1399.522727,1404.06832,1376,0.613543626,0.999988611
M_D2_L37,6.413789983,0.997607403,1367,1410.363636,1397.298883,1367,0.615716103,0.999983684
M_D2_L38,6.454145407,0.997678545,1362,1369.016129,1379.73074,1362,0.619904778,0.999992202
M_D2_L39,6.409457643,0.997583194,1449,1685.527778,1643.309911,1449,0.610375598,0.999991648
M_D2_L40,6.395009895,0.997580278,1352,1355.181818,1356.993831,1352,0.614852805,0.999997918
M_D2_L41,6.407685466,0.997570884,1360,1392.62069,1383.881391,1360,0.61556776,0.999989419
M_D2_L42,6.406336247,0.997579972,1416,1456.317073,1454.36052,1416,0.612015443,0.999989859
M_D2_L43,6.391052447,0.997555905,1354,1375.196078,1397.27658,1354,0.614346348,0.999990955
M_D2_L44,6.432004162,0.997644743,1471,1487.411765,1517.553216,1471,0.611257242,0.999980725
M_D2_L45,6.422905798,0.997629582,1341,1386.37037,1375.769526,1341,0.618235439,0.999991065
M_D3_M34,6.409381046,0.997574479,1431,1536.355932,1559.545007,1431,0.611418341,0.999968609
M_D3_M35,6.422633684,0.997517967,1394,1428.695652,1436.887837,1394,0.614899431,0.99998192
M_D3_M36,6.42939519,0.997582776,1375,1418.555556,1402.48304,1375,0.616715783,0.999985998
M_D3_M37,6.460067234,0.997661724,1390,1484.216216,1493.707821,1390,0.618728875,0.999969498
M_D3_M38,6.478730653,0.99772888,1418,1532.772727,1552.298752,1418,0.618811108,0.999977145
M_D3_M39,6.427636129,0.99762903,1381,1403.061224,1423.815138,1381,0.616175776,0.999993435
M_D6_H35,6.381032009,0.997537601,1373,1436.103448,1419.319026,1373,0.612200043,0.999984851
M_D6_H36,6.392689551,0.997595589,1354,1424.714286,1388.291567,1354,0.614503716,0.999985227
M_D6_H37,6.396363877,0.997601079,1342,1373.410256,1372.740607,1342,0.615616926,0.999991769
M_D6_H38,6.420353511,0.99766232,1332,1375.384615,1364.116491,1332,0.618568211,0.999984361
M_D6_H39,6.435592879,0.997657948,1363,1490.5,1389.371156,1363,0.618059996,0.999979234
M_D6_H40,6.346386854,0.9975484,1387,1725.073171,1540.737115,1387,0.60802238,0.999964142
M_D6_H41,6.37537046,0.997540587,1396,1546.055556,1448.582371,1396,0.61025363,0.999972268
M_D6_H42,6.406725427,0.997618828,1335,1420.56,1415.027857,1335,0.617062258,0.999954775
M_D6_H43,6.383188043,0.997588351,1383,1443.609756,1429.237565,1383,0.611792377,0.999981169
M_D6_H44,6.428119024,0.997634014,1385,1410.869565,1399.004958,1385,0.615975674,0.999990987
